hatespeech,class
YUP  Bless your MP for setting it all up.  The Muslims have to be given a special deal    Did you read that leaked document   where Politicians are trying to set up 2nd more protective sex offenders Register for Muslims only.   This would Stop the Public or Media from exposing them https://twitter.com/juliahu90326989/status/1156631499288002561 … pic.twitter.com/xbbmsr20ue,0
"No ifs, no buts.    We’ll leave on 31st October - and whatever happens EU citizens here can be certain of their right to stay.    Agree? Join Boris  http://conservatives.com/join ",0
"WHY DONT YOU CREATE A LINK OF ALL THE LIES #FUCKTRUMP SAID. TRUE LIES WITH PROOF..  START PROMOTING IT SO PPL CAN SEE THE TRUTH.  ALL LIES, HIS POLITICAL,  RACIST,  AND PERSONAL LIFE LIES..",0
#OpQAnon #FUCKQanon #FuckTrump #OpTrump @GOP #KochSuckers #ShinyObjects #ShockDoctrine #Worldwide #FUCKThem,0
"Siliguri: Junior doctors at the District Hospital continue the protest, one of the protesters says, 'We won't stop the protest until she (West Bengal CM Mamata Banerjee) meets the protesters at NRS Medical College & Hospital.' #WestBengal #DoctorsProtest",0
"Well Mary Lou McDonald, please take your seats in Parliament and vote with Labour when the times comes for a no-confidence vote. If not then what's the point in moaning, if dear Boris Trump leads us out of the EU with a bang!",0
@ashwani_mahajan sir your point is very relevant & real. Most of the economist's are inspire with western countries economy. But we have different economy our issues are different. Our economy based on agriculture & small scale industries & businesses.,0
BJP government's promise of scholarship to minorities is as hollow as their other jumlas.   Perhaps the Yogi led UP government @BJP4UP should explain its veiled attack on Urdu language and madrassas @syedasimwaqar,1
All the bestPrime minister and Home minister,0
#AIMIM President Barrister Asaduddin Owaisi quotes crimes which took place in many other places and asked media that will you broadcast it. @asadowaisi,0
make a proper young and experience team -- identify good people who can stand with you . ---come with good strategies:;;;create your own audience and learn alot from MoODI:,0
"Heroine of first war of India freedom,   A symbol of patriotism and self respect     #RaniLaxmibai #लक्ष्मीबाई ",0
"What happened in Delhi, happened in Parliament 18 yrs ago.    Happened in Mumbai 11 yrs ago.    Happened in Kashmir 30 Yrs ago.    Happened in Wayanad Moplah 100 yrs ago.    Happened in Ayodhya,Mathura & Kashi 500 yrs ago.    This Jihad will happen again at a place & time chosen by them.",0
#AIMIM National Spokesperson Syed Asim Waqar Will Be LIVE On the Following Channels Today:     #BharatSamachar: 8:00 to 9:00 pm.    #TimesNow: 9:20 to 10:00 Pm.    @asadowaisi   @syedasimwaqar,0
Arfa Khanum Sherwani chose to interview the wrong man- Arif Mohammad Khan who exposed her bigotry & hypocrisy. Huge amount of Respect for Arif Saheb for his philosophy & what he says at end.  #mediacrooks,1
FACT: Seeds of decay in #mcx @ncdex were sown during his tenure. Killed jobs.     @SEBI_India @FinMinIndia @PMOIndia @ETPrime_com @EconomicTimes,1
VIVAHIT BaitION KO BHI Patrick KIRSI BHOOMI MAIN BAITON K SAMAN U.P MAIN Adhikar KOUN dilanai KI Kirpa karaiga ? Vicharniy pirsn ? Kya vivahit baition k sath anyay hota rahaiga u.p.main ?,0
Actress : I’m an actress my opinion doesn’t matter    Also the actress : Don’t vote for Modi because me and 300 other actors are saying so.,1
I began documenting Islamist attacks when hardly anyone was doing it. I reported about patterns when none was doing it. What I saw in Delhi's Hauz Qazi today would have left me numb if not for my earlier experiences and observations. Report soon,1
"#AIMIM President Barrister Asaduddin Owaisi and Party Legislatives Mohd Moazam Khan, Ahmed Pasha Qadri, Mumtaz Ahmed Khan and Jaffar Hussain Meraj today at Party Headquarters Darussalaam. @asadowaisi",0
Punjab police realized their mistake......   Hence the second snap ,0
Hello @timesofindia  Have the GUTS to name the Accused as TAUSIF IMRAN KHAN  In the Title of the Article ?    Vadodara: Class X girl repeatedly raped after promise of marriage | Vadodara News - Times of India https://timesofindia.indiatimes.com/city/vadodara/class-x-girl-repeatedly-raped-after-promise-of-marriage/articleshow/69909210.cms …    #डरा_हुआ_मुसलमान ?,0
What #India cannot afford is a KITCHRI like verdict in #IndiaElections2019 . Let there be clear mandate for full five years.     @narendramodi,0
AIMIM chief @asadowaisi said that attacks on Muslims will not stop in the near future also alleged that there are specific organisations behind such incidents.,1
#AIMIM Floor Leader Akbaruddin owaisi says 'our educational institutions are open for all MUSLIMS and other communities' @asadowaisi @imAkbarOwaisi,0
.@aimim_national spokesperson @syedasimwaqar questions @BJP4India's dual politics on cow.  Why the BJP has not banned beef in North-east India and Goa?,1
Thankful to Prime Minister Shri @narendramodi ji for reposing faith in me. Your leadership and continued support is a great source of inspiration. I assure you that I will put my best efforts to serve our people and country.,0
Our efforts today will improve the lives of the future generations!    Let us come together to conserve water.     I have three requests for you all. Here they are.     #JanShakti4JalShakti,0
Had a great @BJP4India Parliamentary Party meet earlier today. A wide range of issues were discussed. Looking forward to a fruitful session ahead.,0
Shame on U @mangalpandeybjp  As a health minister you and your government totally failed in Bihar. More than 150 children has been dead due to fever. And he is busy to know the crock score.   #MuzaffarpurChildrenDeath,1
"#NoMoreTukdeTukde | Has even one person gone to jail for the 'Tukde Tukde' slogans?: @syedasimwaqar, AIMIM Spokesperson, on Uttar Pradesh government's ordinance against anti-national activities on campus' at @republic.   @asadowaisi",1
"Perception. 1shd b able to reach to d core of d perception.  Relegns R nothng bt perceptions of some indvdls lk Prince Siddarth who ws Budda, Jesus who wntd 2 love unconditionally, Mohammad who wanted2b in Bliss/Rooh. Bt Sanaathan Dharm is nt perception.",0
A useless and antisocial person whose job is to spread hatred against Muslims cant be expected to say anything logical. Full time this antisocial person is engaged in opposing whatever is related to Muslims. That is her real reason for this nonstop रंडी रोना.,0
Spent time with my Mother and sought her blessings.,1
#ParliamentSession    AIMIM President Barrister @asadowaisi  Congratulates the Speaker and said a speaker must ensure the elected government does not become a monarchy. He reminds the Speaker of his discretionary powers and says it must be upheld.,0
"Manninay Chairman, 'Be with your people, stand with you in happiness and sorrow, no one is so cowardly that without a struggle you must have a co-operation, blessings, love and affection, just don't forgive the wrongdoer.' The atrocities that have been going on in the face of false cases will have to be brought back when the time comes and we are not going to continue to bless all the poor people.",0
Yogi is best management for up police,0
"PM Shri @narendramodi with PM of Japan @abeshinzo and President of US @realDonaldTrump in a Trilateral Meeting of JAI (Japan-America-India) on margins of #G20 Summit in Osaka, Japan.",0
"Commissioned in 1887, the then Dufferin Bridge took only 5 years to build. In 1948, it was renamed as Malviya Bridge. It remains one of the most recognizable structures of Varanasi.",0
"Yes I know You have 56inch Chest but why we cannot buy Oil,S400 Missile,5g Technology from Iran, Russia & China,why are you Scare of Trump: @asadowaisi",0
Article 370 is the temporary provision in the Constitution of India: Home Minister Shri @AmitShah in Lok Sabha,0
#NitishOwnUp | Syed Asim waqar Spokesperson @aimim_national  Angry on #BiharEncephalitisDeaths  at @Republic_Bharat     @syedasimwaqar @asadowaisi,1
"BJP Working President Shri @JPNadda being felicitated by PM Shri @narendramodi, BJP National President Shri @AmitShah and other senior leaders at BJP Parliamentary Party meeting in New Delhi.",0
"Jharkhand Killing 11th Mob Attack In 2019, Minorities Targeted More: Data  https://www.ndtv.com/india-news/jharkhand-killing-11th-mob-attack-in-2019-minorities-targeted-more-data-2058629 …  “9pm Nationalist will say please don’t provoke “,as they are blinded by love of Supreme Leader lago rahe hum shikar hain aur slogan Lagane wale SHIKARI & 5 Trillion by 2024 w/o 14%?",0
Still you are best choice for U.P Mukhya Mantri congratulations for Azamgarh win .,0
why only hijab you can remove ur all clothes u r creating propoganda against islam and muslim women u think hijab has problem for muslim women development so i can remember u such lady  नाम इंसाफ रखने से इंसाफ नही हो जाता अगर इतनी ही चिंता है तो मुस्लिम औरतों की शिक्षा के लिए लड़ो,0
Happy birthday to you God gave you a long life,0
Who will you give the award of biggest chutiya among the two chutiyas    Rt for 1st chutiya @sanjaymanjrekar   Like for 2nd chutiya @SumitkadeI     My vote goes to samosewala ,0
Akbaruddin Owaisi returns home to Hyderabad. @imAkbarOwaisi  #AkbaruddinOwaisi #Hyderabad #AIMIM #Telangana,0
protest rally against the Lynching of #TabrezAnsari at silver dove school ground to Randhir verma chowk Dhanbad Jharkhand on 30-6-19.  @asadowaisi   @syedasimwaqar,0
Just returned to Delhi after Election Campaigning in Bihar & UP. First thing in the morning I will visit the grief stricken Tyagi family in Basaidarapur at 9 AM,1
"Losing is okay, but not even trying to win is sad...     #INDvENG",0
"Thank you for the warm welcome home! Proud to serve as dean of Lindner College of Business. Let’s go, Bearcats!",0
"If I heard it right, the mob is saying 'Allah-o-Akbar' and 'Naara-e-Takbeer'?",0
Super excited to share a new addition to my family n life.. Delivered a baby boy.. Thanks for all ur wishes n support.. Wil b back in action soon..,0
'Personal Knowledge Graphs: A Research Agenda' w/ @TomKenter accepted as a short paper at #ictir2019,0
"Definition of FOOL as per http://dictionary.com , http://en.oxforddictionaries.com   “a silly or stupid person; a person who lacks judgment or sense / a clown”    Why @nipfp_org_in @bsindia etc are tolerating him?",1
"Ramalingam was murdered brutally by Muzlim men, day after his video of confronting Izlamic preachers went viral. His hands were chopped off and he was tortured before he was murdered. How many prime time debates did you see on this lynching? How many people in power did it pain?",0
"Violence has no place in any Civil Society. Mukherjee Nagar incident is sad and condemnable.    Free and fair enquiry should be done , so that no innocent should be punished and guilty should be brought to book.",1
Look forward to #ArtificailIntelligence solutions for the financial market,0
Minorities in India dont have to live in fear but the Govt in power which has taken oath on the Constitution is not doing enough. It is the Govt which has to take the responsibility because in Jharkhand in last 3yrs 18 incidents of Mob #Lynching haven taken place: @asadowaisi,0
Your next step is to make your political field to close,0
"Statutory Resolution on Central Educational ( Reservation in Teachers' Cadre ) Ordinance  2019 and Legislative Business( Bill for Consideration and Passing)- The Central Educational Institutions (Reservation in Teachers' Cadre) Bill, 2019.  https://m.facebook.com/story.php?story_fbid=833888970337679&id=464554060349094 …",0
"Our biggest fans this week: warispathan, AimimFansClub, ShaukatAli_77. Thank you! via https://sumall.com/thankyou?utm_source=twitter&utm_medium=publishing&utm_campaign=thank_you_tweet&utm_content=text_and_media&utm_term=2b6a651d67daed1419a46789 …",0
"Is this happened in Uttar Pradesh ? If so, that will be alarming situation of law in order in state. Enough is enough   @Uppolice @dgpup @capt_ivane @upcoprahul @sengarlive @RahulSinhaZee @UPGovt @ippatel @up100",1
Shame that an elderly man became the latest victim of hate and mob violence.    The video of this man begging the crowd on his knees represents the condition of our democracy which will tumble over if BJP comes back to power.,1
You should watch this then you will feel why scholarship is given.,0
Great  win Team India      @imVkohli @ImRo45 well played ...    अब वर्ल्ड कप में India  7 -Pakistan  0    Result sounds familiar...,0
"https://www.google.com/amp/s/www.ndtv.com/india-news/my-son-was-burnt-alive-because-he-was-hindu-alleges-pune-teens-father-1269001%3famp=1&akamai-rum=off … in Pune a boy was set on fire by 3 Muslims because he was a Hindu, his dying statement on camera confirms that. No hearts bled for him. Hindu lives are cheap and comes without a pricetag.",0
"While Chanting ‘Allah O Akbar’ and ‘Naara E Takbeer’, Mob Vandalises Temple In Delhi’s Chandni Chowk https://swarajyamag.com/insta/while-chanting-allah-o-akbar-and-naara-e-takbeer-mob-vandalises-temple-in-delhis-chandni-chowk … via @swarajyamag",0
Great initiative.  Let performers only get recognitions. No free lunches. Thank you @PMOIndia     Operation cleanup: Govt looks to remove dead wood in bureaucracy - The Financial Express,0
•In 1912 it was decided in New Zealand that a marriage could be dissolved if a man was adjudged to be insane for a period of at least seven years. #TripleTalaqTruth,1
Why don't you declare the cow a national animal? BJP has banned beef in hindi belt but not in northeast states. BJP's no beef ban in northeast states exposes its dual politics.       :-@syedasimwaqar,1
Delhi Govt school Class X results    2011—99.1%  2012—99.23%  2013—99.45%  2014—98.81%    Under AAP Govt     2015—95.81%  2016—89.25%  2017—92.44%  2018—68.90%  2019—71.58%    AAP has destroyed education in Delhi govt schools but Paid Media propaganda calling it Education Revolution by Kejriwal,1
"/// to know about Islam, one should study the holy Qur'an #tripletalaqtruth #WomenInIslam #trueislam",0
Islam has given exceptions to man for giving #TripleTalaq in three different times followed by specific interval of time. #TripleTalaqTruth,0
"Aimim Floor Leader & (Chairman Salar E Millat Educational Trust) Janab @akbarowaisii Sahab Laying Foundation Stone of #Owaisi #Junior_College at Owaisi School of Excellence, Jamal Colony , #Riyasath_Nagar  branch  @asadowaisi @imAkbarOwaisi",0
A #swan cleaning #plastic waste spread by us for her family. Since they also have to survive. An example how our #pollution is chocking others lifeline. Eye opener.,1
"To get in depth knowledge on how foreign exchange risk can be managed using realtime information terminal, attend today’s seminar at Bengal National Chamber of Commerce & Industry from industry experts @FieoHq , ECGC, @IndiaEximBank & @Tickermarket @sarindam @Life63moons1",1
"Instant triple talaq violates the rights of women and is not a part of Islamic teaching. There must be a proper interval between each talaq. Also, it is one of the most displeasing acts in the sight of Allah.  #tripletalaqtruth   #TrueIslam   #MuslimsForPeace   @iamsrk   @iamrana",0
#Dalal And #Paid_Media Yy Silent On This News ??    Now ALL #Hindu Brothers And Sisters SEE The #CCTV_FOOTAGE How INNOCENT & #Peaceful_Muslims Attacks on #Hindu_Temple at Lal Quan Delhi in #Kashmir 'Stone_Peter's' Style    @ippatel @KapilMishra_IND @Swamy39 @sudhirchaudhary,0
"“And if you all are in doubt about what I have revealed to My servant, bring a single chapter like it, and call your witnesses besides God if you are truthful.” (Quran 2:23)",0
Congratulations To win AzamgarhAnd stagity is very good for uttar pradesh You are The Next CHIEF MINISTER OF UP IN 2022,0
The Holy Quran urges reconciliation in every three stages of divorce and also gives time for reconciliation after every divorce so that the spouses can change their mind and reunite together once again. #trueislam #tripletalaqtruth,0
Attack on any place of worship or worshippers is an attack on the very pluralism & diversity of our dear country.    This act of vandalism is highly condemnable & I demand that the culprits be prosecuted & convicted in a time-bound manner,0
Congratulations sir may 23 God bless you,0
"After the भाषण on the fear, hatred for #minorities by the #ModiRajya chief,  trolls,  bullying of #Muslims   have not, repeat not stopped on social media.  Old habits  die hard    They will not change.    #कुत्ते की दुम है सब के सब...",1
Tension in:    -Mirzapur: Radicals beat up Man going to Temple    -Meerut: Boys fire toy guns outside Temple to spread fear.    -Madaidih: Mob attacked People returning from funeral.    -Dilari: Radicals killed Man for accusing them of daughter’s kidnapping.    Kuch mat bolo Secularism hai,1
About 8 billion tonnes of ice melt each year.      Read more: https://wef.ch/2FEGUeB  #nature #environment,0
"Home Minister Shri @AmitShah's reply on bills to approve the President’s rule & Reservation (Amendment) in J&K, Rajya Sabha on 01.07.2019.",0
Missed Call Membership only for UttarPradesh 8081514627     Join @aimim_national Feel the Power of Unity     @asadowaisi @imAkbarOwaisi,0
Wish @MamataOfficial is listening    Don't spare criminals: Eminent Muslims from Bengal tell CM Mamata Banerjee - India News,0
How’s the Josh?     IAF- flying High sir     How are the terrorists?    IAF- 300 died sir     #AirSurgicalStrikes,0
"This Hate speech of AIMIM President Barrister @asadowaisi will leave you blank, you may disagree with him but you cannot ignore his words. What he speak is clear facts this video explains Muslim leadership in todays atmosphere very well, do listen!   @shaukat_aimim @syedasimwaqar",1
"My week on Twitter : 150 Mentions, 1.37K Mention Reach, 3.58K Likes, 565 Retweets, 129 Replies. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=2b6a651d67daed1419a46789 …",0
Excellent! Proactive measures like this will go a long way in conserving water. #JanShakti4JalShakti,0
"Under the able leadership of Hon. PM  Modi, Higher Education, Dept. MHRD has prepared the Education Quality Upgradation and Inclusion Programme (EQUIP).This five year plan will be implemented during 2019-24. The report, submitted to me was prepared by about 80 experts .",0
"I'm Stand Against President Speech, Aurangabad,Amethi & Ghuna Seats Won By Commoners dynasty/Elite loss,this is Beauty of our Election : @asadowaisi",0
"'Thousands of candles can be lighted from a single candle, and the life of the candle will not be shortened. Happiness never decreases by being shared'- Gautam Buddha #WednesdayWisdom #wednesdaythoughts #WednesdayMorning",0
Congratulations to #Rajasthan's #SumanRao for winning the #MissIndia title. Best wishes for the #MissWorld pageant in Thailand.    #MissIndia2019,0
"“3 Golden Rules... Who is helping you, Don't FORGET them. Who is loving you, Don't HATE them. Who is trusting you, Don't CHEAT them” ~#SwamiVivekananda #MondayMotivation #mondaythoughts",0
We feel highest pride in this world to declare that India had great Hindu Warrior Empress Laxmibai Ji.  She fought bravely in her political life with wisdom as well as battle in battlefield with cruel britishers. Her revolt of 1857 triggered other Hindu Kings    #लक्ष्मीबाई ,0
West Bengal CM Mamata took a torch from her aide on dias thinking it to be mic and began bashing Modi ,0
Extremely anguished by the fire tragedy in Surat. My thoughts are with bereaved families. May the injured recover quickly. Have asked the Gujarat Government and local authorities to provide all possible assistance to those affected.,0
"Minister @DrRPNishank moves The Central Educational Institutions (Reservation in Teachers' Cadre) Bill, 2019   https://youtu.be/6g1udhodCrM  via @YouTube",0
Jharkhand mob attack: Hate crimes continue?    @asadowaisi AIMM Chief on @LRC_NDTV,1
Presenting #TeamIndia's Away Jersey  What do you make of this one guys? #TeamIndia #CWC19,0
"Congrats @ManojTiwariMP Bhai on historical win from North East Delhi constituency against 3 time CM of Delhi.Your commitment, consistent hard work,team spirit towards removing dynasty ruled Congress  & Kejriwal from Delhi is commendable.  Salute Jai Hind ",0
I am Thankful To Mr @danish786aimim1 and @ShaukatAli_77 Sahab for creating #Member_OF_IT_CELL_AIMIM    BAHRAICH,0
"No Muslim MP from your party comes. Who is keeping them behind? You. There's a difference b/wtheir words&ideology. Narasimha Rao was responsible for Babri Masjid demolition, despite being PM he couldn't do anything. Now there's Modi who wants to work on his ideology. @asadowaisi",0
"Real Heroine of first war of India freedom,     #RaniLaxmibai #लक्ष्मीबाई",0
"I have vowed to take an uncompromising stand against drug users and dealers. Today, I raised this issue in the Maharashtra Assembly and spoke about the drug raids I have conducted in my constituency.     #Maharashtra   #Mumbai",0
"What a great moment of courage and resilience by Baloch brothers! Plane with 'Justice for Balochistan' flying over Leeds stadium in United Kingdom during Afg Vs Pak World Cup match. Embarrassment for Pakistan Army which has been killing, torturing and abducting Baloch people.",0
Be a little drop of love  In someone's ocean of pain,0
It took too long (more than I like) to get to this... kind of an outlook style calendar in @tableau... not because you can you should... ,0
How could they kill a little baby and that too so brutally. I am in shock and disgust. The culprits should be tortured to death. Nothing less.  #JusticeForTwinkleSharma,1
"Our biggest fans this week: asadowaisi, warispathan, AimimFansClub. Thank you! via https://sumall.com/thankyou?utm_source=twitter&utm_medium=publishing&utm_campaign=thank_you_tweet&utm_content=text_and_media&utm_term=2b6a651d67daed1419a46789 …",0
India is proud of all those brave men and women martyred in the line of duty.     Paid tributes to our brave soldiers at the Rashtriya Samar Smarak.     Our Government will leave no stone unturned to safeguard India’s unity and integrity. National security is our priority.,0
Why All #Paid_Media is Silent On This News     This is Not #Pakistan     This is Not #Kashmir     This is My #Delhi     'Peaceful_Muslims' Attack on #Hindu_Temple  #DurgaMandir at Lal Kuwa 'Old_Delhi'      @ippatel @Swamy39 @KapilMishra_IND @vhsindia @MODIfiedVikas @indiantweeter,0
"If the Qazi sees that this case is not instigated by immorality, he can direct for this separation to take place. #trueislam #tripletalaqtruth",0
"“Moreover, things are getting worse for Muslims, likely as a result of a lack of quotas. Since the mid-1950s, intergenerational mobility—the opportunity for a boy to do better in life than his father—has improved for scheduled castes and scheduled tribes, but fallen for Muslims.”",0
It looks like Petrol Pump guys ,0
"Under Islamic law, divorce can be pronounced twice in which the option of reunion is allowed #tripletalaqtruth",0
Best couple in d world wish u happy marriage life,0
#Pakistan is a like a rogue state. Some of our politicians should learn from #Bangladesh     @MehboobaMufti @OmarAbdullah @MamataOfficial      Bangladesh halts visas for Pakistani nationals amid diplomatic impasse,0
Come road....u people are next generation leaders...but come on road else people will lost hope,0
Congratulations Akhileshji.. make perfect strategies and execute them with Mayawatiji and Rahulji for the next UP Assembly elections...,0
Tune in to hear Mann Ki Baat on 30th June  http://nm-4.com/cmq8     via NaMo App,0
The Congress leader himself lost in Amethi & received victory in Wayanad. Isn't the 40% population of Wayanad Muslim? (09.06.2019) @asadowaisi,0
Follow this link to join my WhatsApp group:,0
"On #MarathaReservation we should always remember that the Bombay High Court had previously struck them down for lack of empirical evidence; however, at the same time it’s upheld reservation in education for Muslim backward castes in order to bring the community in the mainstream",1
"AIMIM, VBA to contest assembly polls together. @TOIAurangabad  @asadowaisi  @Prksh_Ambedkar",0
"Madam ji pls also raise your loud voice against the exodus of Kashmiri pandits by your so called 'डरा हुआ मुसलमान ' who raped,butchered,acid attacked hindu women just because of their religion..pls also raise your voice against the slogan'kashmir mein rehna hai toh Allah hu akbar",0
Sir UPA will get 185 yours 51 kindly form govt. Best of luck,0
Wasim Akram - 'Kumble had got nine wickets and me and Waqar (Younis) were batting in the crease. Waqar came to me and said 'How about getting run out?' so that Kumble does not get his 10th wicket.''    #WeHaveWeWill,0
"Do you even know about your religion, attention twitter!!!! ",0
"Alright ... Looks like instructions have gone out to the Left Liberal to make sure a big bastion is not lost by Didi next year, so leave no stone unturned. Start by making Mahua Moitra as the Poster Girl of TMC in the Lok Sabha taking the fight to the house of brute majority.",0
"Congratulations to all those who took oath today. This team is a blend of youthful energy and administrative experience. It has people who have excelled as Parliamentarians and those who have had distinguished professional careers.     Together, we will work for India’s progress.",0
Best Totichor in the worldproud you sir❤❤❤,0
Weather won the toss and choose to rain first     #INDvNZ,0
"Nobody in this world is yours author, It's just a play! ",0
"This is big. @FIFAcom footballer of the year @lukamodric10 as well as #Liverpool #Chelsea stars wishing #IndianFootball     Good luck coach @stimac_igor & team, ahead of #KingsCup2019  starting today",0
This is huge ... No one will be spared,0
"Way of giving talaq is different u mullas give talaq instantly and at will.....  While non muslim can't give talaq, they have to go to court...  So stop Ur nonsense",0
"'You are the referee of this House, you have a lot of discretionary powers, I hope you will support and protect us”. Barrister @asadowaisi requested the newly-elected Speaker Om Birla to ensure that the elected government doesn't become a monarchy.",0
Parliament proceedings live updates | AIMIM leader Asaduddin Owaisi says the Speaker must ensure the elected government should not become a monarchy.  @the_hindu  @asadowaisi,0
Great start by Team India  in the World Cup .. let’s Lift the trophy  @BCCI   Well played @ImRo45   #INDvSA,0
A lot of citizens also wrote to me that they miss #MannKiBaat.,0
"Prime Minister of Antigua Gaston Browne says fugitive jeweller #MehulChoksi's citizenship to be revoked. Choksi to be repatriated to India. ``It is not a case that we are trying to provide safe harbour to criminals, for those involved in financial crimes.' Breaking on @IndiaToday",0
Shri Vijender Yadav from AAP joins BJP in the presence of State President Shri @ManojTiwariMP and North-West Delhi MP Shri @hansrajhansHRH.,0
"Please answer these, so called Author, Secular Humanist, Feminist, Physician Tasleema Nasreen, Who made you physician? Who taught you the words you speak? Did they humans invented languages? Are they able to invent one more for the sake of being truthful?",0
"ET TU, BRUTE   #India wants to know",0
"Just curious and outraged that you are a Bengali.   Im overwhelmed by you BENGALIS.  Coz, you ppl never cease talking and writing(blabbering). even if you're being screwed-up in arse by your long lost Bangladesi Mulla COUSINS.   भोसड़ीके भद्रलोक चूत्यों बंगालियों।   You're the worst",1
"Oh really, who promised you years sister, what if you sleep and didn't wake up tomorrow, i have seen many people died like that, healthy people, having no past health issues, died without any preparations",0
Mohammad Sabir gave #TripleTalaq to Zainab when she asked ₹30 to purchase vegetables & beaten her on road. FIR registered u/s 498A in Noida.    Sabir has 4 children over 9 yr of marriage.,0
Are hindu girls' lives' for free?  #HinduUnity  #Hindu,0
Our new Mind Mapping tool maintains a good balance of simplicity and function and helps you bring your ideas to life. Give it a try and don't hesitate to share your feedback with us! https://bit.ly/2HjNFUC ,0
"Yes there is a big difference when I leave twitter and in daily life when I see a Muslim in problem, old I stand and offers my seat, I pay extra money to poor irrespective of which religion they belong to.  पिताजी के दोस्त को प्रणाम करता, वो मुसलमान है.  नफरत उतनी नहीं है अभी .",1
Barrister Asaduddin Owaisi’s reply to the President’s Address in Lok Sabha.,0
"Condemning this inhuman and barbaric act of terrorism, proudly  claimed by terrorist Taliban, I underline the need to bring perpetrators, organizers, financiers and sponsors of this reprehensible acts of terrorism to justice. #TalibanCrimesAgainstHumanity",0
"Sir, u have to do something for changing the mentality, people do not remember the work u had done in your ruling period, they only remember sensitive speeches, religion base dibates,and how u can manipulate some sensitive issues towards your advantage. So please don't do honest politics.. Now u have to play dirty.",1
"A Bench headed by Justice SA Bobde, on July 16, will start hearing arguments to decide whether interim order should be passed to stay the implementation of the Constitution Amendment of 10% reservation to economically weaker section of the general category.",0
#AIMIM Aurangabad MP @imtiaz_jaleel 1st Speech at 17th Lok Sabha. @asadowaisi  @aimim_national,0
It was wonderful listing to you... God bless you long way to go... We are with you Modiji,0
Supreme Court issues notice to Mamata Banerjee's govt over delay in release of BJYM leader Priyanka Sharma following her arrest over a meme,1
"Sir Pls raise voice about Taj City . I am very sad to see the condition of Agra city today. Only Taj Mahal and Red fort is beautiful but I think fully city should look clean. Worst condition of city, Stations, bus stations etc.",1
Yeah a proud moment for India.  But when it comes to our country we will only put Gandhi pic on our notes as if there is no other great Indian in our 10000 year civilisation history.    Why have we reduced India to a one man one party one history nation ?  #India,0
Departure Statement of Prime Minister @NarendraModi ji for #G20 Osaka Summit  http://nm-4.com/4iq8  via NaMo App,0
ICC says colour options were given to BCCI and they chose what they felt went best with the colour combination. The whole idea is to be different as England also wears a same shade of blue as India. The design is taken from India’s old T20 jersey which had orange in it.,0
"I am confident that under the leadership of Shri @AmitShah and Shri @JPNadda, and powered by the hardwork of our Karyakartas, the BJP will continue winning people’s trust and serving our society. We remain committed to building a strong, developed and inclusive India.",0
What A Victory   Tremendous effort by the boys. #CWC19,0
#AIMIM National  Spokesperson Syed  asim waqar will be live on @News18India tonight at 7:57pm with @nehapant19.    @syedasimwaqar   @asadowaisi,0
"Shri @JPNadda is a diligent Karyakarta of the Party, who has risen through the ranks due to his hardwork and organisational skills. Humble and affable, he is widely respected across the BJP family. Congratulations to him on becoming the Working President of the Party.",0
"Mohammad Shahrukh Haldar, a madarsa teacher asked to chant 'Jai Sri Ram' by a mob comprising right-wing extremists in a local train in Kolkata. Initially, bullied for sporting beard and skullcap. [Info, link in next tweet]  #Hate #HateCrime #HateCrimeInIndia #Terrorism #Terror",1
National Spokesperson @aimim_national Janab @syedasimwaqar live on @Republic_Bharat  @ArnabGoswamiRtv  @asadowaisi,0
Glimpses From Today Jalsa E Yaad E Salar E Millat R.A at Yakhutpura Railway Station Hyderabad!     @asadowaisi,0
India Post Payments Bank provides doorstep banking services by Postmen and Gramin Dak Sewaks in rural areas. Now 2.23 lakh smartphones and biometric devices are connected digitally through App. #DigitalIndiaNewIndia,0
Peaceful..#rape attempt...  #डरा_हुआ_मुसलमान    Peaceful #Lynching     Most poisonous dangerous nd hypocritic crooked journalist will never tell you about this ...becoz this incident will not suits their malicious divisive agenda,0
This old man was beaten mercilessly & harassed by the men you see in video. The old man is now in Coma & suffering without any fault while men who framed him in a false case are roaming freely    No action has been taken against them. Such blatant injustice  CM @capt_amarinder Ji,1
"True love requires faith, trust and loyalty. Not chocolate, flowers and expensive gifts...",0
"My week on Twitter : 93 Mentions, 713 Mention Reach, 3.66K Likes, 674 Retweets, 1.79M Retweet Reach. See yours with https://sumall.com/performancetweet?utm_source=twitter&utm_medium=publishing&utm_campaign=performance_tweet&utm_content=text_and_media&utm_term=2b6a651d67daed1419a46789 …",0
England won the match because तेरे जैसे रंडी के बीज ही गुलामी करते थे उनकी    #INDvENG,0
"Heartly congratulations, for your success in parliament elections .Almighty Allah bless you, for आज़मगढ़",0
"Be your own inspiration!    Burpees are something which I enjoy the most (4 rounds, 12 reps). From Fat (176 pounds) to Fit (139 pounds). Hum fit to India Hit!  Thanks @themiamitrainer for your motivation and tips.… https://www.instagram.com/p/BzTJJuFHJV1/?igshid=1ptzx17anwf41 …",0
"Chandigarh: A girl attacks a man with a rod near Tribune Chowk after their cars rammed into each other    What's use of all talk of Modi's woman empowerment, if they can't even allowed to do violence on streets ",1
