hatespeech,class,cleaned_text,preprocessed_text
"Was just a bit of summer silliness in all probability. If you need any more info, try @TomTugendhat who Chairs the Foreign Affairs Ctte or @RoryStewartUK who used to Chair the Defence Select Ctte. Both thoroughly reliable.",0,was just a bit of summer silliness in all probability  if you need any more info  try   who chairs the foreign affairs ctte or   who used to chair the defence select ctte  both thoroughly reliable ,bit summer silliness probability need info try chair foreign affair ctte used chair defence select ctte thoroughly reliable
"She should cut the BS and go Pocahontas way, though I doubt that someone after Pocahontas will be the same stupid thing. She should come of the closet with a Muslim identity, more suiting the squad.",1,she should cut the bs and go pocahontas way  though i doubt that someone after pocahontas will be the same stupid thing  she should come of the closet with a muslim identity  more suiting the squad ,cut b go pocahontas way though doubt someone pocahontas stupid thing come closet muslim identity suiting squad
That stupid boy #lewismatutu should have simply told their MP to stand down than risky ICC suspension. After all he a a proxy for the owners of this kaundri,1,that stupid boy  lewismatutu should have simply told their mp to stand down than risky icc suspension  after all he a a proxy for the owners of this kaundri,stupid boy lewismatutu simply told mp stand risky icc suspension proxy owner kaundri
T W E N T Y   T H O U S A N D  M O R E   P O L I C E.    Let Boris know where you'd like to see more - http://conservatives.com/morepoliceÂ      Like if you want more officers on the streets. ,0,t w e n t y   t h o u s a n d  m o r e   p o l i c e     let boris know where you d like to see more           like if you want more officers on the streets  ,w e n h u n r e p l c e let boris know like see like want officer street
@firstdogonmoon   #PTSD for putting up with  #getagoodjob #redsunderbed #terroristsrcoming #refugeesgoback #griggsbashing  #imthrowinguoutofaus,0,     ptsd for putting up with   getagoodjob  redsunderbed  terroristsrcoming  refugeesgoback  griggsbashing   imthrowinguoutofaus,ptsd putting getagoodjob redsunderbed terroristsrcoming refugeesgoback griggsbashing imthrowinguoutofaus
"My usually unshakeable belief that we will be able to turn this around is starting to crack. I am so disappointed in the U.S. populace as a whole. In a country where ignorance reigns supreme there isn't much hope. And yes, #FuckTrump #FuckTheGOP and #FuckTheNRA",1,my usually unshakeable belief that we will be able to turn this around is starting to crack  i am so disappointed in the u s  populace as a whole  in a country where ignorance reigns supreme there isn t much hope  and yes   fucktrump  fuckthegop and  fuckthenra,usually unshakeable belief able turn around starting crack disappointed u populace whole country ignorance reign supreme much hope yes fucktrump fuckthegop fuckthenra
Why do you think the UK government has not passed an act through parliament and made settled status primary legislation?,0,why do you think the uk government has not passed an act through parliament and made settled status primary legislation ,think uk government passed act parliament made settled status primary legislation
Thanks to the brilliant @wearebeam former guest Dawit now has his own set of wheels in order to get around London for his carpentry jobs as he finishes his apprenticeship. Think the smile says it all .  .m  #newwheels #driver #carpenter #apprentice #refugee #refugeesarewelcome ,0,thanks to the brilliant   former guest dawit now has his own set of wheels in order to get around london for his carpentry jobs as he finishes his apprenticeship  think the smile says it all     m   newwheels  driver  carpenter  apprentice  refugee  refugeesarewelcome ,thanks brilliant former guest dawit set wheel order get around london carpentry job finish apprenticeship think smile say newwheels driver carpenter apprentice refugee refugeesarewelcome
"Thatâs not white supremacy though is it. That means whites thinking AND ACTING as though they are superior to others. What these Jew/Muslim joint actions are concerned with is protecting stuff like Halal/Kosher, circumcision and the right to wear religious garb. 1/2",0,that   s not white supremacy though is it  that means whites thinking and acting as though they are superior to others  what these jew muslim joint actions are concerned with is protecting stuff like halal kosher  circumcision and the right to wear religious garb     ,white supremacy though mean white thinking acting though superior others jew muslim joint action concerned protecting stuff like halal kosher circumcision right wear religious garb
These cretins forget @ZomatoIN does not cook/prepare/serve food  They are just an aggregator for customers and restaurants   The Clown who wanted a Hindu delivery boy shd hv also asked for Hindu ingredients/cook  And yes Muslims breathe the same air too  OMG! Whatâs he gonna do now?,0,these cretins forget   does not cook prepare serve food  they are just an aggregator for customers and restaurants   the clown who wanted a hindu delivery boy shd hv also asked for hindu ingredients cook  and yes muslims breathe the same air too  omg  what   s he gonna do now ,cretin forget cook prepare serve food aggregator customer restaurant clown wanted hindu delivery boy shd hv also asked hindu ingredient cook yes muslim breathe air omg gon na
I canât think of another religion so hateful and intolerant like Islam. They caused this country so much pain and now are allowed to disgrace it on national TV. Shameful! ,0,i can   t think of another religion so hateful and intolerant like islam  they caused this country so much pain and now are allowed to disgrace it on national tv  shameful  ,think another religion hateful intolerant like islam caused country much pain allowed disgrace national tv shameful
"No.  ICC Champions last year, AIA Cup Winners before that ",0,no   icc champions last year  aia cup winners before that ,icc champion last year aia cup winner
"We can also learn from vivekananda - Service of man is service of God. Every soul has departed from soul of God. We all whether hindu,  Muslim or sikh whether of any caste, sex we all have same soul. So love for all. What's take on this?",0,we can also learn from vivekananda   service of man is service of god  every soul has departed from soul of god  we all whether hindu   muslim or sikh whether of any caste  sex we all have same soul  so love for all  what s take on this ,also learn vivekananda service man service god every soul departed soul god whether hindu muslim sikh whether caste sex soul love take
Fuck. Is this really happening! You guys are awesome!!!  Please make a vlog there! Copyright my ass ICC! ,0,fuck  is this really happening  you guys are awesome     please make a vlog there  copyright my ass icc  ,fuck really happening guy awesome please make vlog copyright as icc
Boom Boom Afridi  .  .  .  #worldcup #ipl #cricket #cwc #viratkohli #india #icc #indiancricketteam #rohitsharma #msdhoni #teamindia #dhoni #pakistan #virat  #bhfyp #tilltoss,0,boom boom afridi            worldcup  ipl  cricket  cwc  viratkohli  india  icc  indiancricketteam  rohitsharma  msdhoni  teamindia  dhoni  pakistan  virat   bhfyp  tilltoss,boom boom afridi worldcup ipl cricket cwc viratkohli india icc indiancricketteam rohitsharma msdhoni teamindia dhoni pakistan virat bhfyp tilltoss
The same way ...zomato provides food without discriminating...and bhakts canât delete twitter other wise where they can blabber thoughts ... p. S :- I am neutral audience. But go check definition of liberals and bhakts.. and then see mirror and ask yourself which is good,0,the same way    zomato provides food without discriminating   and bhakts can   t delete twitter other wise where they can blabber thoughts     p  s    i am neutral audience  but go check definition of liberals and bhakts   and then see mirror and ask yourself which is good,way zomato provides food without discriminating bhakts delete twitter wise blabber thought p neutral audience go check definition liberal bhakts see mirror ask good
"Even after the international disgrace and (genuine) outrage of Rotherham with the release of the Jay Report, the priority remains 'community cohesion' and sensitivity to Islam over justice and protecting children.  It boggles the mind, and is a sign that the UK's future is dire.",0,even after the international disgrace and  genuine  outrage of rotherham with the release of the jay report  the priority remains  community cohesion  and sensitivity to islam over justice and protecting children   it boggles the mind  and is a sign that the uk s future is dire ,even international disgrace genuine outrage rotherham release jay report priority remains community cohesion sensitivity islam justice protecting child boggles mind sign uk future dire
In a century @realDonaldTrump congratulate on @Twitter what other diplomatic way can be faster than using @Twitter,1,in a century   congratulate on   what other diplomatic way can be faster than using  ,century congratulate diplomatic way faster using
Love Is Love: This Dreamy Photoshoot Of Same Sex Hindu-Muslim Couple is Beautiful..     https://www.indiatimes.com/trending/human-interest/this-dreamy-photoshoot-of-same-sex-hindu-muslim-couple-is-proof-that-there-are-no-t-cs-in-love-372499.htmlÂ â¦,0,love is love  this dreamy photoshoot of same sex hindu muslim couple is beautiful         interest this dreamy photoshoot of same sex hindu muslim couple is proof that there are no t cs in love        html     ,love love dreamy photoshoot sex hindu muslim couple beautiful interest dreamy photoshoot sex hindu muslim couple proof c love html
"Doing well = losing?!  Blair used to win for fun. And he would have opposed Breakshit, not used it as an opportunity.",0,doing well   losing    blair used to win for fun  and he would have opposed breakshit  not used it as an opportunity ,well losing blair used win fun would opposed breakshit used opportunity
"1. @ImranKhanPTI pledges citizenship to Afghan and Bengali refugees    2. Bigoted and xenophobic @PPP_Org, which calls itself 'liberal', vigorously opposes Imran Khan's decision     3. @ImranKhanPTI begins by giving Afghan refugees more rights    #RefugeesAreWelcome ",0,     pledges citizenship to afghan and bengali refugees       bigoted and xenophobic    which calls itself  liberal   vigorously opposes imran khan s decision          begins by giving afghan refugees more rights     refugeesarewelcome ,pledge citizenship afghan bengali refugee bigoted xenophobic call liberal vigorously opposes imran khan decision begin giving afghan refugee right refugeesarewelcome
"At home Saheb is all tough but on US trip , he turns into a #DIHATI_AURAT asking @POTUS to mediate on #KashmirIssue",1,at home saheb is all tough but on us trip   he turns into a  dihati aurat asking   to mediate on  kashmirissue,home saheb tough u trip turn dihati aurat asking mediate kashmirissue
Bangladesh Cricket @  ICC Cricket World Cup 2015~ 7 points.  ICC Cricket World Cup 2019~ #9M -7 points,0,bangladesh cricket    icc cricket world cup         points   icc cricket world cup         m    points,bangladesh cricket icc cricket world cup point icc cricket world cup point
Letâs get real Omar. Youâre only fighting for Muslims thatâs clear. You hate the rest of us.,1,let   s get real omar  you   re only fighting for muslims that   s clear  you hate the rest of us ,let get real omar fighting muslim clear hate rest u
@ZomatoIN #BycottZomato     HALAL AND HALALA      Are two most cruel possible things possible to an animal or a woman.     Stop these nonsensical practices in India!,1,   bycottzomato     halal and halala      are two most cruel possible things possible to an animal or a woman      stop these nonsensical practices in india ,bycottzomato halal halala two cruel possible thing possible animal woman stop nonsensical practice india
As ever hasnât a clue what heâs talking about,0,as ever hasn   t a clue what he   s talking about,ever clue talking
Gujarati friends : Hey!Just returned from HongKong honeymoon. On the way to Paris. Watch this professionaly made video of me and hubby of our one week anniversary.   Me: *Cant travel to Darjeeling because Mamata is coming to fuck us over again *   #LifesLikeThat #ToBeAGorkha,1,gujarati friends   hey just returned from hongkong honeymoon  on the way to paris  watch this professionaly made video of me and hubby of our one week anniversary    me   cant travel to darjeeling because mamata is coming to fuck us over again      lifeslikethat  tobeagorkha,gujarati friend hey returned hongkong honeymoon way paris watch professionaly made video hubby one week anniversary cant travel darjeeling mamata coming fuck u lifeslikethat tobeagorkha
Morning my racist bigot non humanoid non leader. Howâd ya sleep? Ready to start out your day insulting someone of color or where they where born? #FuckTrump ,1,morning my racist bigot non humanoid non leader  how   d ya sleep  ready to start out your day insulting someone of color or where they where born   fucktrump ,morning racist bigot non humanoid non leader ya sleep ready start day insulting someone color born fucktrump
#KathyGriffin #TeamKathy #FuckTrump Kathy Griffin: A Hell of a Story http://www.fathomevents.com/events/a-hell-of-a-storyÂ â¦ #fathomevents via @fathomevents,0, kathygriffin  teamkathy  fucktrump kathy griffin  a hell of a story   hell of a story       fathomevents via  ,kathygriffin teamkathy fucktrump kathy griffin hell story hell story fathomevents via
What kind of wish is that Ex CM wants his state to burn...@ncbn he is sounding like a FASCIST..he will be liked only Mitra @moitra_mahua and Mamata banerji @MamataOfficial,0,what kind of wish is that ex cm wants his state to burn     he is sounding like a fascist  he will be liked only mitra   and mamata banerji  ,kind wish ex cm want state burn sounding like fascist liked mitra mamata banerji
Aww many congratulations to you and the Jock. Hope you've had a lovely day. Big hug to my favourite little Danish pastry in all the world.. ,0,aww many congratulations to you and the jock  hope you ve had a lovely day  big hug to my favourite little danish pastry in all the world   ,aww many congratulation jock hope lovely day big hug favourite little danish pastry world
"Ya ALLAH! let the beauty of Islam reign!  Ya ALLAH! Give victory to the Muslims!  Ya ALLAH! Please let True Islam reign!  Ya ALLAH! Please increase our knowledge of Your Deen.  Ya ALLAH! Please Help    and guide us,  Ya ALLAH! Please accept our duas.for You are Everything to us.    Ameen",0,ya allah  let the beauty of islam reign   ya allah  give victory to the muslims   ya allah  please let true islam reign   ya allah  please increase our knowledge of your deen   ya allah  please help    and guide us   ya allah  please accept our duas for you are everything to us     ameen,ya allah let beauty islam reign ya allah give victory muslim ya allah please let true islam reign ya allah please increase knowledge deen ya allah please help guide u ya allah please accept duas everything u ameen
"#Facists natalie. Refer to @gop as  #Fascists    The Fascistsâ planks:  â¢ pro russia  â¢ pro racism, sexism  â¢ anti immigration  â¢ anti Muslim, Jew, Catholic  â¢ pro pedophilia  â¢ pro sex trafficking   â¢ pro pollution  â¢ anti Free & Open Voting  â¢ anti Protecting Voting  â¢ anti #LGBT",0, facists natalie  refer to   as   fascists    the fascists    planks       pro russia      pro racism  sexism      anti immigration      anti muslim  jew  catholic      pro pedophilia      pro sex trafficking       pro pollution      anti free   open voting      anti protecting voting      anti  lgbt,facists natalie refer fascist fascist plank pro russia pro racism sexism anti immigration anti muslim jew catholic pro pedophilia pro sex trafficking pro pollution anti free open voting anti protecting voting anti lgbt
muslim refuse to eat jhatka ...what do u say then. Why eat from the hands of those who torchers animals with kalma...,0,muslim refuse to eat jhatka    what do u say then  why eat from the hands of those who torchers animals with kalma   ,muslim refuse eat jhatka u say eat hand torchers animal kalma
"@RajThackkeray   What a joke to get support2 âSave the democracyâ frm fascist ruler @MamataOfficial who destroyed democracy in her state by allowing TMC goons violent attack on innocents,killing opponents brutally, doctors & now professor 4students no",1,    what a joke to get support     save the democracy    frm fascist ruler   who destroyed democracy in her state by allowing tmc goons violent attack on innocents killing opponents brutally  doctors   now professor  students no,joke get support save democracy frm fascist ruler destroyed democracy state allowing tmc goon violent attack innocent killing opponent brutally doctor professor student
People like Pandit Amit are making me go farther away from #Hinduism and closer to atheism. BTW I have already distanced myself from the #BJP that i once supported because of such chutiyes.   #IStandWithAmit   #Zomato   #India,0,people like pandit amit are making me go farther away from  hinduism and closer to atheism  btw i have already distanced myself from the  bjp that i once supported because of such chutiyes     istandwithamit    zomato    india,people like pandit amit making go farther away hinduism closer atheism btw already distanced bjp supported chutiyes istandwithamit zomato india
"Itâs simple, folks. We want a great new deal - but if the EU wonât give us one, weâll leave with no deal on October 31st.    Agree with @BorisJohnson's Brexit pledge? Let him know ",0,it   s simple  folks  we want a great new deal   but if the eu won   t give us one  we   ll leave with no deal on october   st     agree with   s brexit pledge  let him know ,simple folk want great new deal eu give u one leave deal october st agree brexit pledge let know
"Yet you project the shortcomings of the muslim ruling class on to others, DEFLECTING , DIVERTING AND LYING TO THE MASSES!!! #bdsmovement",0,yet you project the shortcomings of the muslim ruling class on to others  deflecting   diverting and lying to the masses     bdsmovement,yet project shortcoming muslim ruling class others deflecting diverting lying mass bdsmovement
"They're the Fianna Fail 'B' team, all talk.",1,they re the fianna fail  b  team  all talk ,fianna fail b team talk
I have no words to adequately describe how this tragedy makes me feels. Please consider supporting these parents who have lost all 7 of their children all at once: https://www.gofundme.com/spryfield-fire-disaster-supportÂ â¦    #canada #halifaxfire #SpryfieldFire #RefugeesAreWelcome #Refugees #spryfield #Gofundme,0,i have no words to adequately describe how this tragedy makes me feels  please consider supporting these parents who have lost all   of their children all at once    fire disaster support          canada  halifaxfire  spryfieldfire  refugeesarewelcome  refugees  spryfield  gofundme,word adequately describe tragedy make feel please consider supporting parent lost child fire disaster support canada halifaxfire spryfieldfire refugeesarewelcome refugee spryfield gofundme
"#BREAKING | Junior doctors in West Bengal call off week-long strike after meeting with Chief Minister Mamata Banerjee, reports PTI ",0, breaking   junior doctors in west bengal call off week long strike after meeting with chief minister mamata banerjee  reports pti ,breaking junior doctor west bengal call week long strike meeting chief minister mamata banerjee report pti
Why the fuck wasn't Ireland playing in the world cup . Shame on you icc#ENGvIRE,1,why the fuck wasn t ireland playing in the world cup   shame on you icc engvire,fuck ireland playing world cup shame icc engvire
Today PM @BorisJohnson is in Northern Ireland with Secretary of State for Northern Ireland @JulianSmithUK.    They are meeting each of Northern Irelandâs main political parties for discussions on restoring the devolved institutions.,0,today pm   is in northern ireland with secretary of state for northern ireland       they are meeting each of northern ireland   s main political parties for discussions on restoring the devolved institutions ,today pm northern ireland secretary state northern ireland meeting northern ireland main political party discussion restoring devolved institution
"Yes Halala girl, How about having jhatka meat up yours ?",0,yes halala girl  how about having jhatka meat up yours  ,yes halala girl jhatka meat
"Such an engagaing day spent in #Kakuma with @Vodafonefdn group CEO @NickReade observing the transformational impact of digital learning on #refugees who have benefited from the Instant Network Schools. Grateful to @Vodafonefdn @SafaricomPLC, @SafaricomFDN for  collaboration.",1,such an engagaing day spent in  kakuma with   group ceo   observing the transformational impact of digital learning on  refugees who have benefited from the instant network schools  grateful to        for  collaboration ,engagaing day spent kakuma group ceo observing transformational impact digital learning refugee benefited instant network school grateful collaboration
"Unless your marrying someone whoâs not Muslim or someone of the same sex, 99% all parents will accept it at some point",0,unless your marrying someone who   s not muslim or someone of the same sex      all parents will accept it at some point,unless marrying someone muslim someone sex parent accept point
She is not forgiven and never pardoned. She activated a clone army of Boomer-aged white women inclined to do the very same sh-t to get ahead. So many accounts with #BLM and #FuckTrump plastered all over them were canceled....,0,she is not forgiven and never pardoned  she activated a clone army of boomer aged white women inclined to do the very same sh t to get ahead  so many accounts with  blm and  fucktrump plastered all over them were canceled    ,forgiven never pardoned activated clone army boomer aged white woman inclined sh get ahead many account blm fucktrump plastered canceled
YUP  Bless your MP for setting it all up.  The Muslims have to be given a special deal    Did you read that leaked document   where Politicians are trying to set up 2nd more protective sex offenders Register for Muslims only.   This would Stop the Public or Media from exposing them https://twitter.com/juliahu90326989/status/1156631499288002561Â â¦ pic.twitter.com/xbbmsr20ue,0,yup  bless your mp for setting it all up   the muslims have to be given a special deal    did you read that leaked document   where politicians are trying to set up  nd more protective sex offenders register for muslims only    this would stop the public or media from exposing them        pic twitter com xbbmsr  ue,yup bless mp setting muslim given special deal read leaked document politician trying set nd protective sex offender register muslim would stop public medium exposing pic twitter com xbbmsr ue
"No ifs, no buts.    Weâll leave on 31st October - and whatever happens EU citizens here can be certain of their right to stay.    Agree? Join Boris  http://conservatives.com/joinÂ ",0,no ifs  no buts     we   ll leave on   st october   and whatever happens eu citizens here can be certain of their right to stay     agree  join boris     ,ifs buts leave st october whatever happens eu citizen certain right stay agree join boris
"WHY DONT YOU CREATE A LINK OF ALL THE LIES #FUCKTRUMP SAID. TRUE LIES WITH PROOF..  START PROMOTING IT SO PPL CAN SEE THE TRUTH.  ALL LIES, HIS POLITICAL,  RACIST,  AND PERSONAL LIFE LIES..",0,why dont you create a link of all the lies  fucktrump said  true lies with proof    start promoting it so ppl can see the truth   all lies  his political   racist   and personal life lies  ,dont create link lie fucktrump said true lie proof start promoting ppl see truth lie political racist personal life lie
#OpQAnon #FUCKQanon #FuckTrump #OpTrump @GOP #KochSuckers #ShinyObjects #ShockDoctrine #Worldwide #FUCKThem,0, opqanon  fuckqanon  fucktrump  optrump    kochsuckers  shinyobjects  shockdoctrine  worldwide  fuckthem,opqanon fuckqanon fucktrump optrump kochsuckers shinyobjects shockdoctrine worldwide fuckthem
"Siliguri: Junior doctors at the District Hospital continue the protest, one of the protesters says, 'We won't stop the protest until she (West Bengal CM Mamata Banerjee) meets the protesters at NRS Medical College & Hospital.' #WestBengal #DoctorsProtest",0,siliguri  junior doctors at the district hospital continue the protest  one of the protesters says   we won t stop the protest until she  west bengal cm mamata banerjee  meets the protesters at nrs medical college   hospital    westbengal  doctorsprotest,siliguri junior doctor district hospital continue protest one protester say stop protest west bengal cm mamata banerjee meet protester nrs medical college hospital westbengal doctorsprotest
"Well Mary Lou McDonald, please take your seats in Parliament and vote with Labour when the times comes for a no-confidence vote. If not then what's the point in moaning, if dear Boris Trump leads us out of the EU with a bang!",0,well mary lou mcdonald  please take your seats in parliament and vote with labour when the times comes for a no confidence vote  if not then what s the point in moaning  if dear boris trump leads us out of the eu with a bang ,well mary lou mcdonald please take seat parliament vote labour time come confidence vote point moaning dear boris trump lead u eu bang
@ashwani_mahajan sir your point is very relevant & real. Most of the economist's are inspire with western countries economy. But we have different economy our issues are different. Our economy based on agriculture & small scale industries & businesses.,0,  sir your point is very relevant   real  most of the economist s are inspire with western countries economy  but we have different economy our issues are different  our economy based on agriculture   small scale industries   businesses ,sir point relevant real economist inspire western country economy different economy issue different economy based agriculture small scale industry business
BJP government's promise of scholarship to minorities is as hollow as their other jumlas.   Perhaps the Yogi led UP government @BJP4UP should explain its veiled attack on Urdu language and madrassas @syedasimwaqar,1,bjp government s promise of scholarship to minorities is as hollow as their other jumlas    perhaps the yogi led up government   should explain its veiled attack on urdu language and madrassas  ,bjp government promise scholarship minority hollow jumlas perhaps yogi led government explain veiled attack urdu language madrassas
All the bestPrime minister and Home minister,0,all the bestprime minister and home minister,bestprime minister home minister
#AIMIM President Barrister Asaduddin Owaisi quotes crimes which took place in many other places and asked media that will you broadcast it. @asadowaisi,0, aimim president barrister asaduddin owaisi quotes crimes which took place in many other places and asked media that will you broadcast it   ,aimim president barrister asaduddin owaisi quote crime took place many place asked medium broadcast
make a proper young and experience team -- identify good people who can stand with you . ---come with good strategies:;;;create your own audience and learn alot from MoODI:,0,make a proper young and experience team    identify good people who can stand with you      come with good strategies    create your own audience and learn alot from moodi ,make proper young experience team identify good people stand come good strategy create audience learn alot moodi
"Heroine of first war of India freedom,   A symbol of patriotism and self respect     #RaniLaxmibai #à¤²à¤à¥à¤·à¥à¤®à¥à¤¬à¤¾à¤ ",0,heroine of first war of india freedom    a symbol of patriotism and self respect      ranilaxmibai                                 ,heroine first war india freedom symbol patriotism self respect ranilaxmibai
"What happened in Delhi, happened in Parliament 18 yrs ago.    Happened in Mumbai 11 yrs ago.    Happened in Kashmir 30 Yrs ago.    Happened in Wayanad Moplah 100 yrs ago.    Happened in Ayodhya,Mathura & Kashi 500 yrs ago.    This Jihad will happen again at a place & time chosen by them.",0,what happened in delhi  happened in parliament    yrs ago     happened in mumbai    yrs ago     happened in kashmir    yrs ago     happened in wayanad moplah     yrs ago     happened in ayodhya mathura   kashi     yrs ago     this jihad will happen again at a place   time chosen by them ,happened delhi happened parliament yr ago happened mumbai yr ago happened kashmir yr ago happened wayanad moplah yr ago happened ayodhya mathura kashi yr ago jihad happen place time chosen
#AIMIM National Spokesperson Syed Asim Waqar Will Be LIVE On the Following Channels Today:     #BharatSamachar: 8:00 to 9:00 pm.    #TimesNow: 9:20 to 10:00 Pm.    @asadowaisi   @syedasimwaqar,0, aimim national spokesperson syed asim waqar will be live on the following channels today       bharatsamachar       to      pm      timesnow       to       pm          ,aimim national spokesperson syed asim waqar live following channel today bharatsamachar pm timesnow pm
Arfa Khanum Sherwani chose to interview the wrong man- Arif Mohammad Khan who exposed her bigotry & hypocrisy. Huge amount of Respect for Arif Saheb for his philosophy & what he says at end.  #mediacrooks,1,arfa khanum sherwani chose to interview the wrong man  arif mohammad khan who exposed her bigotry   hypocrisy  huge amount of respect for arif saheb for his philosophy   what he says at end    mediacrooks,arfa khanum sherwani chose interview wrong man arif mohammad khan exposed bigotry hypocrisy huge amount respect arif saheb philosophy say end mediacrooks
FACT: Seeds of decay in #mcx @ncdex were sown during his tenure. Killed jobs.     @SEBI_India @FinMinIndia @PMOIndia @ETPrime_com @EconomicTimes,1,fact  seeds of decay in  mcx   were sown during his tenure  killed jobs               ,fact seed decay mcx sown tenure killed job
VIVAHIT BaitION KO BHI Patrick KIRSI BHOOMI MAIN BAITON K SAMAN U.P MAIN Adhikar KOUN dilanai KI Kirpa karaiga ? Vicharniy pirsn ? Kya vivahit baition k sath anyay hota rahaiga u.p.main ?,0,vivahit baition ko bhi patrick kirsi bhoomi main baiton k saman u p main adhikar koun dilanai ki kirpa karaiga   vicharniy pirsn   kya vivahit baition k sath anyay hota rahaiga u p main  ,vivahit baition ko bhi patrick kirsi bhoomi main baiton k saman u p main adhikar koun dilanai ki kirpa karaiga vicharniy pirsn kya vivahit baition k sath anyay hota rahaiga u p main
Actress : Iâm an actress my opinion doesnât matter    Also the actress : Donât vote for Modi because me and 300 other actors are saying so.,1,actress   i   m an actress my opinion doesn   t matter    also the actress   don   t vote for modi because me and     other actors are saying so ,actress actress opinion matter also actress vote modi actor saying
I began documenting Islamist attacks when hardly anyone was doing it. I reported about patterns when none was doing it. What I saw in Delhi's Hauz Qazi today would have left me numb if not for my earlier experiences and observations. Report soon,1,i began documenting islamist attacks when hardly anyone was doing it  i reported about patterns when none was doing it  what i saw in delhi s hauz qazi today would have left me numb if not for my earlier experiences and observations  report soon,began documenting islamist attack hardly anyone reported pattern none saw delhi hauz qazi today would left numb earlier experience observation report soon
"#AIMIM President Barrister Asaduddin Owaisi and Party Legislatives Mohd Moazam Khan, Ahmed Pasha Qadri, Mumtaz Ahmed Khan and Jaffar Hussain Meraj today at Party Headquarters Darussalaam. @asadowaisi",0, aimim president barrister asaduddin owaisi and party legislatives mohd moazam khan  ahmed pasha qadri  mumtaz ahmed khan and jaffar hussain meraj today at party headquarters darussalaam   ,aimim president barrister asaduddin owaisi party legislatives mohd moazam khan ahmed pasha qadri mumtaz ahmed khan jaffar hussain meraj today party headquarters darussalaam
Punjab police realized their mistake......   Hence the second snap ,0,punjab police realized their mistake         hence the second snap ,punjab police realized mistake hence second snap
Hello @timesofindia  Have the GUTS to name the Accused as TAUSIF IMRAN KHAN  In the Title of the Article ?    Vadodara: Class X girl repeatedly raped after promise of marriage | Vadodara News - Times of India https://timesofindia.indiatimes.com/city/vadodara/class-x-girl-repeatedly-raped-after-promise-of-marriage/articleshow/69909210.cmsÂ â¦    #à¤¡à¤°à¤¾_à¤¹à¥à¤_à¤®à¥à¤¸à¤²à¤®à¤¾à¤¨ ?,0,hello    have the guts to name the accused as tausif imran khan  in the title of the article      vadodara  class x girl repeatedly raped after promise of marriage   vadodara news   times of india   x girl repeatedly raped after promise of marriage articleshow          cms                                                     ,hello gut name accused tausif imran khan title article vadodara class x girl repeatedly raped promise marriage vadodara news time india x girl repeatedly raped promise marriage articleshow cm
What #India cannot afford is a KITCHRI like verdict in #IndiaElections2019 . Let there be clear mandate for full five years.     @narendramodi,0,what  india cannot afford is a kitchri like verdict in  indiaelections       let there be clear mandate for full five years       ,india afford kitchri like verdict indiaelections let clear mandate full five year
AIMIM chief @asadowaisi said that attacks on Muslims will not stop in the near future also alleged that there are specific organisations behind such incidents.,1,aimim chief   said that attacks on muslims will not stop in the near future also alleged that there are specific organisations behind such incidents ,aimim chief said attack muslim stop near future also alleged specific organisation behind incident
#AIMIM Floor Leader Akbaruddin owaisi says 'our educational institutions are open for all MUSLIMS and other communities' @asadowaisi @imAkbarOwaisi,0, aimim floor leader akbaruddin owaisi says  our educational institutions are open for all muslims and other communities     ,aimim floor leader akbaruddin owaisi say educational institution open muslim community
.@aimim_national spokesperson @syedasimwaqar questions @BJP4India's dual politics on cow.  Why the BJP has not banned beef in North-east India and Goa?,1,   spokesperson   questions   s dual politics on cow   why the bjp has not banned beef in north east india and goa ,spokesperson question dual politics cow bjp banned beef north east india goa
Thankful to Prime Minister Shri @narendramodi ji for reposing faith in me. Your leadership and continued support is a great source of inspiration. I assure you that I will put my best efforts to serve our people and country.,0,thankful to prime minister shri   ji for reposing faith in me  your leadership and continued support is a great source of inspiration  i assure you that i will put my best efforts to serve our people and country ,thankful prime minister shri ji reposing faith leadership continued support great source inspiration assure put best effort serve people country
Our efforts today will improve the lives of the future generations!    Let us come together to conserve water.     I have three requests for you all. Here they are.     #JanShakti4JalShakti,0,our efforts today will improve the lives of the future generations     let us come together to conserve water      i have three requests for you all  here they are       janshakti jalshakti,effort today improve life future generation let u come together conserve water three request janshakti jalshakti
Had a great @BJP4India Parliamentary Party meet earlier today. A wide range of issues were discussed. Looking forward to a fruitful session ahead.,0,had a great   parliamentary party meet earlier today  a wide range of issues were discussed  looking forward to a fruitful session ahead ,great parliamentary party meet earlier today wide range issue discussed looking forward fruitful session ahead
Shame on U @mangalpandeybjp  As a health minister you and your government totally failed in Bihar. More than 150 children has been dead due to fever. And he is busy to know the crock score.   #MuzaffarpurChildrenDeath,1,shame on u    as a health minister you and your government totally failed in bihar  more than     children has been dead due to fever  and he is busy to know the crock score     muzaffarpurchildrendeath,shame u health minister government totally failed bihar child dead due fever busy know crock score muzaffarpurchildrendeath
"#NoMoreTukdeTukde | Has even one person gone to jail for the 'Tukde Tukde' slogans?: @syedasimwaqar, AIMIM Spokesperson, on Uttar Pradesh government's ordinance against anti-national activities on campus' at @republic.   @asadowaisi",1, nomoretukdetukde   has even one person gone to jail for the  tukde tukde  slogans      aimim spokesperson  on uttar pradesh government s ordinance against anti national activities on campus  at       ,nomoretukdetukde even one person gone jail tukde tukde slogan aimim spokesperson uttar pradesh government ordinance anti national activity campus
